"REF_DATE","GEO","DGUID","Age group","Sex","Element","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013","British Columbia","2016A000259","102 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174200","10.103.1.3","0.34250","","","","5"
"2014","British Columbia","2016A000259","102 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174200","10.103.1.3","0.33717","","","","5"
"2015","British Columbia","2016A000259","102 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174200","10.103.1.3","0.34900","","","","5"
"2016","British Columbia","2016A000259","102 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174200","10.103.1.3","0.35002","","","","5"
"2017","British Columbia","2016A000259","102 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174200","10.103.1.3","0.36391","","","","5"
"2018","British Columbia","2016A000259","102 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174200","10.103.1.3","0.34777","","","","5"
"2019","British Columbia","2016A000259","102 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174200","10.103.1.3","0.34448","","","","5"
"2020","British Columbia","2016A000259","102 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174200","10.103.1.3","0.34319","","","","5"
"2021","British Columbia","2016A000259","102 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174200","10.103.1.3","0.34320","","","","5"
"2022","British Columbia","2016A000259","102 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174200","10.103.1.3","0.37854","","","","5"
"2012","British Columbia","2016A000259","103 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174227","10.104.1.3","0.36949","","","","5"
"2013","British Columbia","2016A000259","103 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174227","10.104.1.3","0.36410","","","","5"
"2014","British Columbia","2016A000259","103 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174227","10.104.1.3","0.35869","","","","5"
"2015","British Columbia","2016A000259","103 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174227","10.104.1.3","0.37084","","","","5"
"2016","British Columbia","2016A000259","103 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174227","10.104.1.3","0.37215","","","","5"
"2017","British Columbia","2016A000259","103 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174227","10.104.1.3","0.38647","","","","5"
"2018","British Columbia","2016A000259","103 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174227","10.104.1.3","0.37001","","","","5"
"2019","British Columbia","2016A000259","103 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174227","10.104.1.3","0.36670","","","","5"
"2020","British Columbia","2016A000259","103 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174227","10.104.1.3","0.36508","","","","5"
"2021","British Columbia","2016A000259","103 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174227","10.104.1.3","0.36488","","","","5"
"2022","British Columbia","2016A000259","103 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174227","10.104.1.3","0.40158","","","","5"
"2012","British Columbia","2016A000259","104 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174254","10.105.1.3","0.39078","","","","5"
"2013","British Columbia","2016A000259","104 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174254","10.105.1.3","0.38545","","","","5"
"2014","British Columbia","2016A000259","104 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174254","10.105.1.3","0.38001","","","","5"
"2015","British Columbia","2016A000259","104 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174254","10.105.1.3","0.39235","","","","5"
"2016","British Columbia","2016A000259","104 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174254","10.105.1.3","0.39394","","","","5"
"2017","British Columbia","2016A000259","104 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174254","10.105.1.3","0.40854","","","","5"
"2018","British Columbia","2016A000259","104 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174254","10.105.1.3","0.39192","","","","5"
"2019","British Columbia","2016A000259","104 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174254","10.105.1.3","0.38863","","","","5"
"2020","British Columbia","2016A000259","104 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174254","10.105.1.3","0.38670","","","","5"
"2021","British Columbia","2016A000259","104 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174254","10.105.1.3","0.38630","","","","5"
"2022","British Columbia","2016A000259","104 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174254","10.105.1.3","0.42395","","","","5"
"2012","British Columbia","2016A000259","105 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174281","10.106.1.3","0.41160","","","","5"
"2013","British Columbia","2016A000259","105 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174281","10.106.1.3","0.40637","","","","5"
"2014","British Columbia","2016A000259","105 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174281","10.106.1.3","0.40094","","","","5"
"2015","British Columbia","2016A000259","105 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174281","10.106.1.3","0.41337","","","","5"
"2016","British Columbia","2016A000259","105 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174281","10.106.1.3","0.41521","","","","5"
"2017","British Columbia","2016A000259","105 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174281","10.106.1.3","0.42993","","","","5"
"2018","British Columbia","2016A000259","105 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174281","10.106.1.3","0.41332","","","","5"
"2019","British Columbia","2016A000259","105 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174281","10.106.1.3","0.41007","","","","5"
"2020","British Columbia","2016A000259","105 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174281","10.106.1.3","0.40787","","","","5"
"2021","British Columbia","2016A000259","105 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174281","10.106.1.3","0.40727","","","","5"
"2022","British Columbia","2016A000259","105 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174281","10.106.1.3","0.44548","","","","5"
"2012","British Columbia","2016A000259","106 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174308","10.107.1.3","0.43180","","","","5"
"2013","British Columbia","2016A000259","106 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174308","10.107.1.3","0.42670","","","","5"
"2014","British Columbia","2016A000259","106 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174308","10.107.1.3","0.42133","","","","5"
"2015","British Columbia","2016A000259","106 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174308","10.107.1.3","0.43373","","","","5"
"2016","British Columbia","2016A000259","106 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174308","10.107.1.3","0.43579","","","","5"
"2017","British Columbia","2016A000259","106 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174308","10.107.1.3","0.45049","","","","5"
"2018","British Columbia","2016A000259","106 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174308","10.107.1.3","0.43404","","","","5"
"2019","British Columbia","2016A000259","106 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174308","10.107.1.3","0.43087","","","","5"
"2020","British Columbia","2016A000259","106 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174308","10.107.1.3","0.42842","","","","5"
"2021","British Columbia","2016A000259","106 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174308","10.107.1.3","0.42765","","","","5"
"2022","British Columbia","2016A000259","106 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174308","10.107.1.3","0.46600","","","","5"
"2012","British Columbia","2016A000259","107 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174335","10.108.1.3","0.45123","","","","5"
"2013","British Columbia","2016A000259","107 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174335","10.108.1.3","0.44630","","","","5"
"2014","British Columbia","2016A000259","107 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174335","10.108.1.3","0.44104","","","","5"
"2015","British Columbia","2016A000259","107 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174335","10.108.1.3","0.45330","","","","5"
"2016","British Columbia","2016A000259","107 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174335","10.108.1.3","0.45555","","","","5"
"2017","British Columbia","2016A000259","107 years","Both sexes","Death probability between age x and x+1 (qx)","Number","223","units","0","v1300174335","10.108.1.3","0.47008","","","","5"
